제천대성	齊天大聖
[1]자신의 막기 확률 [SkillAmount0]% 증가\n추가적으로 팀 전체 상태이상 [SkillAmount1]회 면역	[1]自身的阻擋機率增加[SkillAmount0]%\n使全體隊友免疫[SkillAmount1]次狀態異常
[0]두개의 날카로운 검을 이용한 발도술은 치명타 확률을 증가시켜 줍니다.	[0]使用兩把利劍施展的拔刀術將增加暴擊機率。
[1]쿨타임: [CoolTime]초\n[ContinueTime]초간 치명타율 [SkillAmount0]% 증가	[1]冷卻時間：[CoolTime]秒\n[ContinueTime]秒內暴擊機率增加[SkillAmount0]%
[0]장장미는 장검과 단도를 조합한 이도류 1식을 이용하여 주변의 적을 공격한 후 치명타 피해량을 증가시킵니다.	[0]張薔薇使用以長劍和短刀施展的二刀流第一招式攻擊周圍目標,並增加暴擊傷害量。
[1]쿨타임: [CoolTime]초\n반경 3m 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 치명타 피해량 [SkillAmount1]% 증가	[1]冷卻時間：[CoolTime]秒\n在半徑3m範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內暴擊傷害量追加[SkillAmount1]%
[0]장장미의 차력을 통해 전설의 명검 바스타드 소드를 소환하여 모든 적에게 강력한 피해를 입히고 일정 시간동안 치명타 확률을 증가시키는 궁극기입니다.	[0]透過張薔薇的借力召喚出傳說中的暗黑破壞神後給全體目標造成強力傷害,並在一定時間內增加暴擊機率。
[1]쿨타임: [CoolTime]초\n전체 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 팀 전체의 치명타율 [SkillAmount1]% 증가	[1]冷卻時間：[CoolTime]秒\n在整體範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內全體隊友的暴擊機率追加[SkillAmount1]%
[0]장검과 단도로 조합된 검기의 영향으로 자신의 차력 공격력이 증가합니다.	[0]使用以長劍和短刀施展的劍技來提升自身的借力攻擊力。
[1]자신의 차력 공격력 [SkillAmount0]% 증가	[1]自身的借力攻擊力提升[SkillAmount0]%
[0]노가다를 응용한 전투기술 중 하나로, 대못을 박을 때의 힘을 이용한 충격파를 이용해 전방의 적을 공격합니다.	[0]該為結合苦力勞動的一種格鬥技術,即利用釘長釘時的衝擊波來攻擊前方的目標。
[0]노가다 중, 쌀포대를 던질때의 요령을 이용한 회전력으로 주변의 적을 공격 후 방어를 굳혀 막기 확률을 증가시킵니다.	[0]利用苦力勞動中扔米袋時的旋轉力來攻擊周圍目標,並增加阻擋機率。
[1]쿨타임: [CoolTime]초\n반경 3m 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 막기 확률 [SkillAmount1]% 증가	[1]冷卻時間：[CoolTime]秒\n在半徑3m範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內阻擋機率追加[SkillAmount1]%
[0]거대한 해머를 소환하여 모든 적에게 강력한 피해를 입히는 궁극기입니다.	[0]召喚巨大錘子後給全體目標造成強力傷害。
[1]쿨타임: [CoolTime]초\n전체 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 팀 전체의 막기 확률\n[SkillAmount1]% 증가	[1]冷卻時間：[CoolTime]秒\n在整體範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內全體隊友的阻擋機率追加[SkillAmount1]%
[0]노가다판에서 수없이 감전에 노출되었던 진품광은 팀원에게 확률적인 감전에 대한 면역을 제공하고 자신의 방어력이 증가합니다.	[0]在工地隨時暴露在觸電狀態中的陳品光使隊友有機率免疫觸電傷害,並增加自身防禦力。
[1][SkillRatio0]%의 확률로 팀원이 감전 효과에 면역\n추가적으로 자신의 방어력 [SkillAmount1]% 증가	[1]使隊友以[SkillRatio0]%的機率免疫觸電傷害\n自身防禦力追加[SkillAmount1]%
[0]바다에서 수영으로 만든 근육을 이용하여 전방 넓은범위의 적을 공격합니다.	[0]利用游泳練就的肌肉之力攻擊大範圍內目標。
[1]쿨타임: [CoolTime]초\n전방 4m 범위에 피해량 [SkillAmount0]%의 공격 2회	[1]冷卻時間：[CoolTime]秒\n在前方4m範圍內進行2次傷害量[SkillAmount0]%的攻擊
[0]바다 사나이 이마린은 크라켄을 차력으로 소환하여 아군의 생명력을 즉시 회복시킵니다.	[0]水手男孩李馬林將召喚大王烏賊來立即恢復隊友的生命力。
[0]바다의 기운이 넘쳐나는 대팔초어검을 소환한 그의 일격으로 모든 적에게 강력한 피해를 입히고 생명력을 회복하는 궁극기입니다.	[0]召喚充滿海洋氣息的大八鮹魚劍進行強力一擊後,給全體目標造成強力傷害,並恢復隊友的生命力。
[1]쿨타임: [CoolTime]초\n전체 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 팀원의 생명력을 [SkillAmount1]% 즉시 회복	[1]冷卻時間：[CoolTime]秒\n在整體範圍內進行傷害量[SkillAmount0]%的攻擊\n隊友生命力立即恢復[SkillAmount1]%
[0]바다에게 선택 받은 사나이 이마린, 그는 아군을 확률적으로 화상으로부터 보호하고\n1회 부활합니다.	[0]集大海的萬千寵愛於一身的李馬林使隊友有機率免疫燃燒傷害,\n並復活一次。
[1][SkillRatio0]%의 확률로 팀원이 화상 효과에 면역\n추가적으로 최대 생명력의 [SkillAmount1]%로 1회 부활	[1]使隊友以[SkillRatio0]%的機率免疫燃燒傷害\n以最大生命力的[SkillAmount1]%復活一次
[0]강력한 도약의 힘을 이용하여 적을 공격하며 확률적으로 공포효과를 부여합니다.	[0]利用強大的音波力量攻擊目標,並一定機率賦予恐懼效果。
[1]쿨타임: [CoolTime]초\n반경 3m 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [SkillRatio1]%의 확률로 [ContinueTime]초간 공포	[1]冷卻時間：[CoolTime]秒\n在半徑3m範圍內進行傷害量[SkillAmount0]%的攻擊\n以[SkillRatio1]%的機率使目標處於[ContinueTime]秒的恐懼狀態
[0]명문대의 음파를 이용한 사이렌은 전방의 넓은 범위의 적을 공격하며 공포효과를 부여합니다.	[0]明文岱利用啟動音波的警報進行大範圍攻擊,並賦予恐懼效果。
[1]쿨타임: [CoolTime]초\n전방 6m 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 공포	[1]冷卻時間：[CoolTime]秒\n在前方6m範圍內進行傷害量[SkillAmount0]%的攻擊\n追加[ContinueTime]秒的恐懼
[0]공포의 파장은 엄청난 음파를 만들어내어 적에게 강력한 피해를 입히는 궁극기입니다.	[0]使用恐懼音波給目標造成強力傷害。
[0]명문대는 확률적으로 아군을 중독으로부터 보호하고, 검은박쥐의 음파를 이용해 자신의 차력 공격력을 증가시킵니다.	[0]明文岱使隊友一定機率免疫中毒傷害,並利用黑蝙蝠的音波增加自身的借力攻擊力。
[1][SkillRatio0]%의 확률로 팀원이 중독 효과에 면역\n추가적으로 자신의 차력 공격력 [SkillAmount1]% 증가	[1]使隊友以[SkillRatio0]%的機率免疫中毒傷害\n自身借力攻擊力追加[SkillAmount1]%
[0]강력한 도약의 힘을 이용하여 적을 공격합니다.	[0]利用強大的音波力量攻擊目標。
[0]자신의 도플갱어를 만들어내는 차력을 지닌 페이롱은 전투 중 언제든 자신의 도플갱어를 불러내곤 합니다.	[0]飛龍利用自己的借力來製造分身,因此在戰鬥中隨時隨地召喚出自己的分身。
[1]쿨타임: [CoolTime]초\n[ContinueTime]초간 도플갱어를 소환 (도플갱어는 본체의 [SkillAmount0]%의 공격능력을 지니고 있습니다.)	[1]冷卻時間：[CoolTime]秒\n[ContinueTime]秒內召喚分身(分身擁有本體[SkillAmount0]%的攻擊能力。)
[0]완전카피는 다수의 도플갱어를 불러내어 적을 도망갈 수 없게 감싸 강력한 피해를 입히고 일정 시간동안 차력 저항력을 증가시키는 궁극기입니다.	[0]完全複製可召喚多個分身,並將目標團團圍住後造成強力傷害,且在一定時間內增加借力抵抗力。
[1]쿨타임: [CoolTime]초\n전체 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 팀 전체의 차력 저항력 [SkillAmount1]% 증가	[1]冷卻時間：[CoolTime]秒\n在整體範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內全體隊友的借力抵抗力追加[SkillAmount1]%
[0]페이롱의 다수의 도플갱어들은 아군에게 확률적인 수면 효과에 대한 면역을 제공하고 적들의 공격을 방해하여 피해량을 감소시킵니다.	[0]飛龍的多個分身使隊友一定機率免疫睡眠效果,並阻止目標的攻擊來減少傷害量。
[1][SkillRatio0]%의 확률로 팀원이 수면 효과에 면역\n추가적으로 적군의 공격 피해량 [SkillAmount1]% 감소	[1]使隊友以[SkillRatio0]%的機率免疫睡眠效果\n目標的攻擊傷害量追加減少[SkillAmount1]%
[0]아이기스의 방어형은 조각조각 단단한 막을 만들어 차력 저항력을 증가시킵니다.	[0]宙斯盾將形成一小塊一小塊的防護罩來增加借力抵抗力。
[0]아이기스의 조각을 검에 덧씌운 그의 특별한 아이기스의 칼은 주변 넓은범위의 적에게 피해를 입힙니다.	[0]使用被宙斯盾碎片包裹的特殊劍給大範圍內目標造成傷害。
[1]쿨타임: [CoolTime]초\n반경 5m 범위에 피해량 [SkillAmount0]%의 공격 4회	[1]冷卻時間：[CoolTime]秒\n在半徑5m範圍內進行4次傷害量[SkillAmount0]%的攻擊
[0]진정한 공격형의 모습으로 전환한 아이기스를 다수의 조각으로 분산하여 모든 적에게 강력한 피해를 입히고 일정 시간동안 차력피해의 일부를 적에게 되돌리는 궁극기입니다.	[0]將轉換為攻擊型盾牌的宙斯盾變成多數碎片後,給全體目標造成強力傷害,並在一定時間內將部分借力傷害轉嫁給對方。
[1]쿨타임: [CoolTime]초\n전체 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 기본 차력공격 피해의 [SkillAmount1]% 반사(스킬제외)	[1]冷卻時間：[CoolTime]秒\n在整體範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內反射基本借力攻擊傷害的[SkillAmount1]%(技能除外)
[0]전설 속의 아이기스는 확률적으로 출혈 효과로부터 팀원을 보호하고 적의 차력 저항력을 감소시킵니다.	[0]傳說中的宙斯盾使隊友一定機率免疫出血傷害,並減少目標的借力抵抗力。
[1][SkillRatio0]%의 확률로 팀원이 출혈 효과에 면역\n추가적으로 적군 전체의 차력 저항력 [SkillAmount1]% 감소	[1]使隊友以[SkillRatio0]%的機率免疫出血效果\n全體目標的借力抵抗力追加減少[SkillAmount1]%
[0]숲에서 생존을 위해 본능적으로 우건아가 깨우친 기술로 상대의 무투 저항력을 무시한채 공격합니다.	[0]為了在森林中生存禹建亞所領悟的一種技術,無視目標的武鬥抵抗力後進行攻擊。
[0]숲에서 먹이사냥을 위해 도끼를 휘두르는 강력한 기술로 주변의 적을 공격합니다.	[0]使用狩獵時揮舞斧頭的技能攻擊周圍的目標。
[0]우건아의 거대한 도끼를 휘두르는 이 특별한 기술은 모든 적에게 강력한 피해를 입히고 일정 시간동안 무투 저항력을 증가시키는 궁극기입니다.	[0]禹建亞揮舞巨斧給全體目標造成強力傷害,並在一定時間內增加武鬥抵抗力。
[1]쿨타임: [CoolTime]초\n전체 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 팀 전체의 무투 저항력 [SkillAmount1]% 증가	[1]冷卻時間：[CoolTime]秒\n在整體範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內全體隊友的武鬥抵抗力增加[SkillAmount1]%
[0]숲의 주인을 상대할 때 터득한 기술로, 팀원을 확률적으로 기절로부터 보호하고 팀원의 막기 확률을 증가시킵니다.	[0]該為與森林的主人交手時領悟的技能,使隊友一定機率免疫眩暈效果,並增加隊友的阻擋機率。
[1][SkillRatio0]%의 확률로 팀원이 기절 효과에 면역\n추가적으로 팀 전체의 막기 확률 [SkillAmount1]% 증가	[1]使隊友以[SkillRatio0]%的機率免疫眩暈效果\n全體隊友的阻擋機率追加[SkillAmount1]%
[0]귐기는 잭더리퍼의 가죽옷깃을 날카롭게 변형 후 전방의 적을 공격한 후 침묵효과를 부여합니다.	[0]鬼基將開膛手傑克的皮衣領變成尖刀狀後攻擊目標,並賦予沉默效果。
[1]쿨타임: [CoolTime]초\n전방 6m 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [ContinueTime]초간 침묵\n(침묵: 스킬 사용불가)	[1]冷卻時間：[CoolTime]秒\n在前方6m範圍內進行傷害量[SkillAmount0]%的攻擊\n追加[ContinueTime]秒的沉默\n(沉默：無法使用技能)
[0]혁명을 꿈꾸는 귐기는 레볼루션을 외치며 날카로운 옷깃을 이용해 주변의 적을 공격하며 확률적으로 침묵효과를 부여합니다.	[0]總是幻想革命的鬼基口喊革命並利用鋒利的衣領攻擊周圍的目標,並一定機率賦予沉默效果。
[1]쿨타임: [CoolTime]초\n반경 3m 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 [SkillRatio1]%의 확률로 [ContinueTime]초간 침묵\n(침묵: 스킬 사용불가)	[1]冷卻時間：[CoolTime]秒\n在半徑3m範圍內進行傷害量[SkillAmount0]%的攻擊\n以[SkillRatio1]%的機率追加造成[ContinueTime]秒的沉默\n(沉默：無法使用技能)
[0]귐기의 차력 잭더 리퍼는 그의 옷자락을 칼날로 변신시켜 모든 적에게 강력한 피해를 입히는 궁극기입니다.	[0]鬼基的借力開腔手傑克將自己的衣角變成尖刀後,給全體目標造成強力傷害。
[0]전설 속 살인마와 함께하는 귐기는 팀원에 대한 실명 효과를 확률적으로 무효화하고 자신의 차력 공격력이 증가합니다.	[0]與傳說中的殺人魔聯手的鬼基使隊友一定機率免疫失明效果,並增加自身的借力攻擊力。
[1][SkillRatio0]%의 확률로 팀원이 실명 효과에 면역\n추가적으로 자신의 차력 공격력 [SkillAmount1]% 증가	[1]使隊友以[SkillRatio0]%的機率免疫失明效果\n自身的借力攻擊力追加[SkillAmount1]%
[0]나봉침에게 전수받은 나봉침을 이용하여 팀 전체의 생명력을 천천히 회복시킵니다.	[0]使用羅峰針傳授的羅峰針來恢復全體隊友的生命力。
[1]쿨타임: [CoolTime]초\n팀원의 생명력을 [SkillAmount0]%씩 [ContinueTime]초간 회복	[1]冷卻時間：[CoolTime]秒\n[ContinueTime]秒內使隊友的生命力恢復[SkillAmount0]%
[0]륙성 메이드만의 고유기술로 은식기를 날려 전방 넓은범위의 적을 공격합니다.	[0]該為六星集團女僕的固有技能,即投擲銀器攻擊大範圍內目標。
[0]나봉침류의 기술을 메이드 특성에 맞춰 활용한 특수 혈맥봉침은 모든 적에게 강력한 피해를 입히고 생명력을 회복시키는 궁극기입니다.	[0]使用以羅峰針類技術與女僕的特性相結合的特殊血脈峰針給全體目標造成強力傷害。
[1]쿨타임: [CoolTime]초\n전체 범위에 피해량 [SkillAmount0]%의 공격\n추가적으로 팀원의 생명력을 [SkillAmount1]%씩 [ContinueTime]초간 회복	[1]冷卻時間：[CoolTime]秒\n在整體範圍內進行傷害量[SkillAmount0]%的攻擊\n[ContinueTime]秒內使隊友的生命力恢復[SkillAmount1]%
[0]나봉침류의 제어기술은 특수한 침 시술을 통해 팀원의 최대 생명력을 증가시키며 일정 횟수의 상태이상에 대한 면역력을 제공합니다.	[0]羅峰針類控制技術將使用特殊針來增加隊友的最大生命力,並使其免疫一定次數的狀態異常。
